first_name,last_name,nickname,height,weight,reach,stance,wins,losses,draws,belt,fighter_url
Teddy,Ash,Bear,"6' 1""",185 lbs.,"73.0""",Switch,14,5,0,,http://ufcstats.com/fighter-details/a373085066dbfb54
Arman,Ashimov,Mustafa Ozturik,"5' 6""",125 lbs.,--,,11,3,1,,http://ufcstats.com/fighter-details/d26a0988c9dc9886
Yanal,Ashmouz,Red Fox,"5' 9""",155 lbs.,"69.0""",Orthodox,8,2,0,,http://ufcstats.com/fighter-details/c739c2995a275314
,Asjabharan,,"5' 6""",135 lbs.,--,,7,6,0,,http://ufcstats.com/fighter-details/8be9deb7d6b36354
Askar,Askar,AK-47,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,0,,http://ufcstats.com/fighter-details/2abc414136504554
Askar,Askarov,Bullet,"5' 6""",125 lbs.,"67.0""",Orthodox,14,1,1,,http://ufcstats.com/fighter-details/b1d19449397541dc
Cyril,Asker,Silverback,"6' 0""",247 lbs.,"74.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/9be6020024133293
Khusein,Askhabov,Nohcho,"5' 8""",145 lbs.,"69.0""",Orthodox,23,1,0,,http://ufcstats.com/fighter-details/5c10da56d712ac9c
Scott,Askham,,"6' 3""",185 lbs.,"75.0""",Southpaw,14,4,0,,http://ufcstats.com/fighter-details/06827d70c53ff0d9
Ben,Askren,Funky,"5' 11""",170 lbs.,"73.0""",Orthodox,19,2,0,,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
Ibo,Aslan,The Last Ottoman,"6' 3""",205 lbs.,"77.0""",Orthodox,14,4,0,,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45
Tom,Aspinall,,"6' 5""",255 lbs.,"78.0""",Orthodox,15,3,0,,http://ufcstats.com/fighter-details/399afbabc02376b5
Steven,Asplund,Concrete,"6' 5""",260 lbs.,"78.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/e56cee1ad697db04
Bruno,Assis,Brunao,"6' 2""",185 lbs.,--,Orthodox,8,4,0,,http://ufcstats.com/fighter-details/ff222167cce02919
Junior,Assuncao,,"5' 9""",145 lbs.,"72.0""",Orthodox,16,6,0,,http://ufcstats.com/fighter-details/d0d7160824278840
Raphael,Assuncao,,"5' 5""",135 lbs.,"66.0""",Orthodox,28,10,0,,http://ufcstats.com/fighter-details/2f13e4020cea5b38
Michael,Aswell Jr.,The Texas Kid,"5' 8""",145 lbs.,"69""",Orthodox,11,5,0,,http://ufcstats.com/fighter-details/01c9e4013afce141
Bazigit,Atajev,Volk,"6' 1""",230 lbs.,--,Orthodox,17,1,0,,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95
Rich,Attonito,The Raging Bull,"5' 10""",170 lbs.,"72.0""",Orthodox,10,5,0,,http://ufcstats.com/fighter-details/210935fd21670f6d
Olivier,Aubin-Mercier,The Canadian Gangster,"5' 9""",155 lbs.,"70.0""",Southpaw,11,5,0,,http://ufcstats.com/fighter-details/55ee431411ccf07a
Pat,Audinwood,Awesomely Awesome,"6' 0""",155 lbs.,--,Orthodox,11,2,1,,http://ufcstats.com/fighter-details/196ed28337adc630
Jose,Augusto,Gugu,"6' 3""",251 lbs.,--,,6,2,0,,http://ufcstats.com/fighter-details/4d3b08ab127c7585
Marcus,Aurelio,Maximus,"5' 10""",155 lbs.,"74.0""",Orthodox,22,10,0,,http://ufcstats.com/fighter-details/04643fd03d9159cc
David,Avellan,,"5' 9""",185 lbs.,--,Orthodox,2,1,0,,http://ufcstats.com/fighter-details/956dcac65e7b34d6
Blas,Avena,The Disciple,"6' 0""",170 lbs.,"74.0""",Orthodox,8,7,0,,http://ufcstats.com/fighter-details/8753e125f4499816
Levi,Avera,,"6' 1""",170 lbs.,--,,18,15,0,,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
Anthony,Avila,,"5' 7""",145 lbs.,--,,13,5,0,,http://ufcstats.com/fighter-details/033d19259f589457
Chris,Avila,,"5' 10""",145 lbs.,--,Orthodox,5,4,0,,http://ufcstats.com/fighter-details/4665cbf36b08193b
Julia,Avila,Raging Panda,"5' 7""",135 lbs.,"68.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
Saad,Awad,Assassin,"5' 11""",155 lbs.,--,,20,9,0,,http://ufcstats.com/fighter-details/da603332ad41f165
Javy,Ayala,Eye Candy,"6' 1""",265 lbs.,--,,10,5,0,,http://ufcstats.com/fighter-details/26387c19f32dda0f
Jessin,Ayari,,"6' 0""",155 lbs.,"73.0""",Orthodox,16,6,0,,http://ufcstats.com/fighter-details/6eaec40f724852f4
Abu,Azaitar,Captain Morocco,"5' 9""",185 lbs.,"76.0""",Orthodox,14,4,1,,http://ufcstats.com/fighter-details/46d0a888d87d91ac
Ottman,Azaitar,Bulldozer,"5' 8""",155 lbs.,"71.0""",Switch,13,3,0,,http://ufcstats.com/fighter-details/ee18ff42063174df
Luiz,Azeredo,,"5' 9""",154 lbs.,--,Orthodox,15,10,0,,http://ufcstats.com/fighter-details/063649e21bc9d6d5
Luciano,Azevedo,,"6' 3""",161 lbs.,--,Orthodox,17,9,1,,http://ufcstats.com/fighter-details/9bcfb40dbcd50568
Hunter,Azure,,"5' 8""",145 lbs.,"69.0""",Orthodox,9,2,0,,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
Niklas,Backstrom,,"6' 1""",145 lbs.,--,Orthodox,11,3,0,,http://ufcstats.com/fighter-details/39cc64bf0a269db9
Seth,Baczynski,The Polish Pistola,"6' 3""",170 lbs.,"75.0""",Orthodox,20,14,0,,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
Abdul Azeem,Badakhshi,The Afghan Lion,--,145 lbs.,--,,13,3,0,,http://ufcstats.com/fighter-details/968764372c49eab6
Ryan,Bader,Darth,"6' 2""",205 lbs.,"74.0""",Orthodox,23,5,0,,http://ufcstats.com/fighter-details/c0ab242c40decc55
Izabela,Badurek,,"5' 5""",115 lbs.,--,Orthodox,6,3,0,,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
Miguel,Baeza,Caramel Thunder,"6' 2""",170 lbs.,"74.0""",Orthodox,10,4,0,,http://ufcstats.com/fighter-details/82d4c957649faf9b
Ali,Bagautinov,Puncher,"5' 4""",125 lbs.,"65.0""",Orthodox,15,6,0,,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
Mehdi,Baghdad,The Sultan,"6' 1""",155 lbs.,--,Orthodox,11,5,0,,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
Melsik,Baghdasaryan,The Gun,"5' 9""",145 lbs.,"70.0""",Southpaw,8,3,0,,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Siyar,Bahadurzada,The Great,"5' 11""",170 lbs.,"73.0""",Orthodox,24,8,1,,http://ufcstats.com/fighter-details/aec185309b4843d0
Ignacio,Bahamondes,La Jaula,"6' 3""",170 lbs.,"75""",Orthodox,17,7,0,,http://ufcstats.com/fighter-details/e4a47b07044ddd72
Bahatebole,Batebolati,Lion King,"5' 8""",170 lbs.,"71.0""",Southpaw,10,1,1,,http://ufcstats.com/fighter-details/8f313e9c3a39c06e
Shamar,Bailey,,"5' 9""",155 lbs.,"75.0""",Southpaw,16,11,0,,http://ufcstats.com/fighter-details/e2b8186b618b00c4
Jordan,Bailey,,"5' 9""",145 lbs.,--,,6,3,0,,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
Scott,Baker,,"6' 0""",210 lbs.,--,,1,1,0,,http://ufcstats.com/fighter-details/7d5b12de1625984e
Bryan,Baker,The Beast,"6' 3""",185 lbs.,--,Orthodox,18,5,0,,http://ufcstats.com/fighter-details/898337ef520fe4d3
Jin,Bala,,"5' 9""",155 lbs.,--,,23,3,0,,http://ufcstats.com/fighter-details/371efa53bd0cf669
,Balajin,The Snow Leopard,"5' 9""",145 lbs.,"72.0""",Orthodox,23,4,0,,http://ufcstats.com/fighter-details/e626e92a8f2a9737
Eros,Baluyot,,--,125 lbs.,--,,7,0,0,,http://ufcstats.com/fighter-details/3497f4c29654862c
Oluwale,Bamgbose,Holy War Angel,"5' 11""",185 lbs.,"78.0""",Switch,6,4,0,,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
Stephen,Banaszak,,"6' 0""",145 lbs.,--,,5,5,0,,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
Marcin,Bandel,Bomba,"5' 10""",155 lbs.,--,Orthodox,15,7,0,,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
Humberto,Bandenay,,"5' 11""",145 lbs.,"71.0""",Southpaw,14,7,0,,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
Tae Hyun,Bang,Supernatural,"5' 9""",155 lbs.,"71.0""",Switch,18,10,0,,http://ufcstats.com/fighter-details/9a2d3567abc02e34
Yohan,Banks,,--,--,--,,2,1,0,,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
Shauna,Bannon,Mama B,"5' 5""",115 lbs.,"65.0""",Switch,7,3,0,,http://ufcstats.com/fighter-details/9c442aaf149ea982
Antonio,Banuelos,,"5' 5""",135 lbs.,"63.0""",Orthodox,20,11,1,,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
Iwo,Baraniewski,Rudy,"6' 0""",205 lbs.,"73""",Orthodox,9,0,0,,http://ufcstats.com/fighter-details/1c23ec2f1b71be40
Renan,Barao,The Baron,"5' 6""",145 lbs.,"70.0""",Orthodox,34,9,0,,http://ufcstats.com/fighter-details/2c99576fefe53c7c
Junior,Barata,,"5' 10""",170 lbs.,--,Orthodox,9,3,1,,http://ufcstats.com/fighter-details/06dced58ca24a6bd
Maycee,Barber,The Future,"5' 5""",125 lbs.,"65.0""",Switch,15,3,0,,http://ufcstats.com/fighter-details/6a740daf1b279661
Bryan,Barberena,Bam Bam,"6' 0""",185 lbs.,"72.0""",Southpaw,18,12,0,,http://ufcstats.com/fighter-details/a331233f597090a5
Djani,Barbir,,"6' 3""",185 lbs.,"79.0""",Orthodox,7,1,0,,http://ufcstats.com/fighter-details/d4baaa0630bf5798
Dione,Barbosa,The Witch,"5' 6""",125 lbs.,"66.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/27b388f0aab49780
Marcio,Barbosa,Ticoto,"5' 6""",145 lbs.,"70.0""",Orthodox,18,2,0,,http://ufcstats.com/fighter-details/c85bad793cd14e28
Edson,Barboza,Junior,"5' 11""",155 lbs.,"75.0""",Orthodox,24,14,0,,http://ufcstats.com/fighter-details/64a50dad704d1d49
Raoni,Barcelos,,"5' 7""",135 lbs.,"67""",Orthodox,22,5,0,,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Daniel,Barez,,"5' 6""",125 lbs.,"66.0""",Orthodox,17,8,0,,http://ufcstats.com/fighter-details/e8fe9c15d348e778
Danny,Barlow,LeftHand2God,"6' 2""",185 lbs.,"79.0""",Southpaw,9,2,0,,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
Luke,Barnatt,The Bigslow,"6' 6""",185 lbs.,"77.0""",Orthodox,13,4,0,,http://ufcstats.com/fighter-details/172c2135e70f87b7
James,Barnes,Mooka,"5' 8""",135 lbs.,"71.0""",Orthodox,14,5,0,,http://ufcstats.com/fighter-details/c06a5c95f1169c0b
Nick,Barnes,,"5' 11""",170 lbs.,--,,11,2,0,,http://ufcstats.com/fighter-details/78a5eea49638685d
Shonte,Barnes,Shyne,"5' 11""",185 lbs.,"76.0""",Southpaw,6,2,1,,http://ufcstats.com/fighter-details/e575b6ff678c1aca
Josh,Barnett,The Warmaster,"6' 3""",250 lbs.,"78.0""",Orthodox,35,8,0,,http://ufcstats.com/fighter-details/ad3f53c454cbbead
Chris,Barnett,Beastboy,"5' 9""",261 lbs.,"75.0""",Orthodox,23,10,0,,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Chris,Barnhizer,,--,--,--,,2,3,0,,http://ufcstats.com/fighter-details/91e69a1c3c87325b
David,Baron,,"5' 6""",155 lbs.,--,Switch,17,4,1,,http://ufcstats.com/fighter-details/80c0bed43da0e27b
Phil,Baroni,The New York Bad Ass,"5' 9""",170 lbs.,"72.0""",Orthodox,15,18,0,,http://ufcstats.com/fighter-details/1652f3213655b935
Dan,Barrera,The Fireman,"5' 9""",170 lbs.,--,Orthodox,3,1,0,,http://ufcstats.com/fighter-details/f12f979b657ab876
Carlos,Barreto,,"6' 4""",230 lbs.,--,Orthodox,14,9,0,,http://ufcstats.com/fighter-details/a220be6d41d6f97d
Jose,Barreto,,--,185 lbs.,--,Southpaw,0,1,0,,http://ufcstats.com/fighter-details/c32eab6c2119e989
Peter,Barrett,Slippery,"5' 10""",145 lbs.,"73.0""",Southpaw,11,5,0,,http://ufcstats.com/fighter-details/d21113c9ff3788ae
Marc-Andre,Barriault,Powerbar,"6' 1""",185 lbs.,"74""",Orthodox,17,11,0,,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
David,Barrios,,"5' 6""",145 lbs.,--,,4,8,0,,http://ufcstats.com/fighter-details/e6015889f50075d2
Alexandre,Barros,Baixinho,"5' 9""",170 lbs.,--,Southpaw,22,11,0,,http://ufcstats.com/fighter-details/8fd1f27e86661ede
Ricardo,Barros,,"6' 1""",205 lbs.,--,,2,2,0,,http://ufcstats.com/fighter-details/d26394fc0e8e880a
Francimar,Barroso,Bodao,"6' 1""",205 lbs.,"75.0""",Orthodox,19,7,0,,http://ufcstats.com/fighter-details/b69f24c500d783e7
Pat,Barry,HD,"5' 11""",235 lbs.,"74.0""",Orthodox,8,7,0,,http://ufcstats.com/fighter-details/658c3465581ae46b
Dean,Barry,The Sniper,"5' 10""",170 lbs.,"72.0""",Orthodox,4,2,0,,http://ufcstats.com/fighter-details/a6f3d15cb84334bb
Enrique,Barzola,El Fuerte,"5' 7""",145 lbs.,"70.0""",Orthodox,17,5,2,,http://ufcstats.com/fighter-details/be0b310a12eb80b4
Javid,Basharat,The Snow Leopard,"5' 9""",135 lbs.,"69.0""",Orthodox,15,2,0,,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Farid,Basharat,Ferocious,"5' 8""",135 lbs.,"71.0""",Orthodox,15,0,0,,http://ufcstats.com/fighter-details/a09ed60aa67a3f67
Austin,Bashi,,"5' 6""",145 lbs.,"70.0""",Orthodox,14,1,0,,http://ufcstats.com/fighter-details/d3f89fa685bd8420
Stephen,Bass,Bigfish,"5' 9""",145 lbs.,--,Orthodox,11,2,0,,http://ufcstats.com/fighter-details/1cecc8fe6748a532
Sean,Bassett,,--,155 lbs.,--,,0,4,0,,http://ufcstats.com/fighter-details/2c733e059462c1dc
Ryan,Bastianelli,Relentless,"5' 5""",135 lbs.,--,,6,7,0,,http://ufcstats.com/fighter-details/29508aff4d93cbbe
Shayna,Baszler,The Queen of Spades,"5' 7""",135 lbs.,--,Orthodox,15,11,0,,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
Namsrai,Batbayar,Steppe Warrior,"5' 4""",125 lbs.,"68.0""",Orthodox,9,1,0,,http://ufcstats.com/fighter-details/e1f8beeb6d2d871a
Michel,Batista,,"6' 3""",260 lbs.,--,Orthodox,4,1,0,,http://ufcstats.com/fighter-details/34218661c44ed55d
Bryan,Battle,The Butcher,"6' 1""",185 lbs.,"77.0""",Orthodox,13,2,0,,http://ufcstats.com/fighter-details/f626118b6da0e020
Alan,Baudot,The Black Samourai,"6' 3""",243 lbs.,"79.0""",Orthodox,8,3,0,,http://ufcstats.com/fighter-details/c9a94278df042f46
Mario,Bautista,,"5' 9""",135 lbs.,"69.0""",Switch,17,3,0,,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Chris,Beal,Real Deal,"5' 7""",125 lbs.,"69.0""",Orthodox,10,5,0,,http://ufcstats.com/fighter-details/55f446032177b119
Donovan,Beard,The Highlight Reel,"6' 2""",185 lbs.,"78.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/3a6ac598320ca7f2
Rudy,Bears,,"5' 11""",170 lbs.,--,Southpaw,16,15,0,,http://ufcstats.com/fighter-details/74f13066b1417ef3
Salvador,Becerra,,"5' 9""",155 lbs.,--,,5,2,0,,http://ufcstats.com/fighter-details/4fd76e7ba8313457
Ariel,Beck,,"5' 6""",125 lbs.,"66.0""",Southpaw,4,5,0,,http://ufcstats.com/fighter-details/b96939f2b8d88e82
Jack,Becker,,"5' 10""",155 lbs.,"71.0""",Orthodox,13,6,0,,http://ufcstats.com/fighter-details/b5a379583673510a
Jeff,Bedard,Little Popeye,"5' 6""",145 lbs.,--,Orthodox,13,3,0,,http://ufcstats.com/fighter-details/93bf96be327fcd98
Eric,Bedard,Lucky Strikes,"6' 2""",239 lbs.,--,,6,7,0,,http://ufcstats.com/fighter-details/ce05955c26c3c090
Johnny,Bedford,Brutal,"5' 10""",135 lbs.,"71.0""",Orthodox,21,13,1,,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7
Rolando,Bedoya,The Machine,"5' 11""",155 lbs.,"74.0""",Orthodox,14,5,0,,http://ufcstats.com/fighter-details/40a456a25d52ee65
Chase,Beebe,,"5' 7""",135 lbs.,"67.0""",Orthodox,24,13,1,,http://ufcstats.com/fighter-details/b16a7e6a627e9789
Lyle,Beerbohm,Fancy Pants,"5' 10""",155 lbs.,--,Southpaw,24,3,0,,http://ufcstats.com/fighter-details/babc6b5745335f18
Allan,Begosso,Mini,"5' 5""",135 lbs.,"66.0""",Orthodox,7,2,1,,http://ufcstats.com/fighter-details/d6ed764f8b78d32a
Azamat,Bekoev,Iron,"6' 0""",185 lbs.,"72.0""",Orthodox,20,5,0,,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a
Mirsad,Bektic,,"5' 8""",145 lbs.,"70.0""",Orthodox,13,4,0,,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
Diana,Belbita,The Warrior Princess,"5' 7""",125 lbs.,"68.0""",Orthodox,15,10,0,,http://ufcstats.com/fighter-details/d7e40dca3ae125be
Alan,Belcher,The Talent,"6' 2""",185 lbs.,"75.0""",Orthodox,18,8,0,,http://ufcstats.com/fighter-details/4130a743d9d22163
Vitor,Belfort,The Phenom,"6' 0""",185 lbs.,"74.0""",Southpaw,26,14,0,,http://ufcstats.com/fighter-details/0ee783aa00e468f0
Yousri,Belgaroui,,"6' 6""",185 lbs.,"79""",Orthodox,10,3,0,,http://ufcstats.com/fighter-details/7674b836ce0698a0
Rodolfo,Bellato,Trator,"6' 3""",205 lbs.,"75""",Orthodox,13,3,1,,http://ufcstats.com/fighter-details/69898645d600abdb
Danilo,Belluardo,Caterpillar,"6' 0""",155 lbs.,"74.0""",Southpaw,12,5,0,,http://ufcstats.com/fighter-details/c3f6db17cea09ca7
Joey,Beltran,The Mexicutioner,"6' 1""",185 lbs.,"75.0""",Orthodox,17,14,0,,http://ufcstats.com/fighter-details/46baf0f57edfa4df
Marco,Beltran,Psycho,"5' 8""",125 lbs.,"69.0""",Orthodox,8,6,0,,http://ufcstats.com/fighter-details/ec71a892fada28c7
Joseph,Benavidez,,"5' 4""",125 lbs.,"65.0""",Southpaw,28,8,0,,http://ufcstats.com/fighter-details/80eacd4da0617c57
Mike,Bencic,Batman,"6' 0""",215 lbs.,--,Orthodox,1,2,0,,http://ufcstats.com/fighter-details/a71feb7ea7592a71
Dave,Beneteau,Dangerous,"6' 2""",250 lbs.,--,Orthodox,6,5,1,,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a
Karla,Benitez,,"5' 3""",113 lbs.,--,,14,11,1,,http://ufcstats.com/fighter-details/6104730621ff318d
Gabriel,Benitez,Moggly,"5' 8""",155 lbs.,"71.0""",Southpaw,23,13,0,,http://ufcstats.com/fighter-details/436f970c9ea9169c
Charles,Bennett,Krazy Horse,"5' 8""",155 lbs.,--,Orthodox,30,33,2,,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d
Josh,Bennett,,"6' 4""",259 lbs.,--,Orthodox,11,14,0,,http://ufcstats.com/fighter-details/c3ac8d0da7b05772
DeAnna,Bennett,The Argentine Assassin,"5' 4""",125 lbs.,"68.0""",Orthodox,8,3,1,,http://ufcstats.com/fighter-details/404ecb2700844072
Benjamin,Bennett,Mr. Alaska,"6' 0""",170 lbs.,"73.0""",Switch,7,1,0,,http://ufcstats.com/fighter-details/7030c27fc9778964
Lance,Benoist,,"5' 11""",170 lbs.,"72.0""",Southpaw,7,2,0,,http://ufcstats.com/fighter-details/5431dccc09118234
Joe,Benoit,,"5' 9""",170 lbs.,--,Orthodox,11,4,0,,http://ufcstats.com/fighter-details/a30f6d375dea5f9b
Ryan,Benoit,Baby Face,"5' 5""",125 lbs.,"68.0""",Orthodox,10,8,0,,http://ufcstats.com/fighter-details/20999e27ddd94bda
Pat,Benson,,"5' 9""",155 lbs.,--,,3,5,3,,http://ufcstats.com/fighter-details/a25f3dc0df974597
Len,Bentley,,"5' 9""",155 lbs.,--,,10,6,0,,http://ufcstats.com/fighter-details/592d23aed850e652
Steve,Berger,The Red Nosed Pitbull,"5' 11""",170 lbs.,--,Orthodox,21,23,2,,http://ufcstats.com/fighter-details/21b1132949f2a9b0
Kenneth,Bergh,,"6' 2""",205 lbs.,"74.0""",Orthodox,8,0,0,,http://ufcstats.com/fighter-details/aa8189053b3a8994
Bret,Bergmark,The Angry Hick,"5' 9""",170 lbs.,--,,6,1,1,,http://ufcstats.com/fighter-details/2891c9f7b26b26fc
Keith,Berish,Sha Bang Bang,"6' 0""",205 lbs.,--,Orthodox,5,1,0,,http://ufcstats.com/fighter-details/e3779ef06e98f185
Dennis,Bermudez,The Menace,"5' 6""",155 lbs.,"66.0""",Orthodox,17,9,0,,http://ufcstats.com/fighter-details/6f242453c91a5af0
Manny,Bermudez,The Bermudez Triangle,"5' 10""",145 lbs.,"71.0""",Orthodox,14,2,0,,http://ufcstats.com/fighter-details/2dc1bc1a02961656
Talita,Bernardo,,"5' 4""",135 lbs.,"68.0""",Orthodox,6,4,0,,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
Dave,Berry,,--,--,--,,0,1,0,,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2
Keith,Berry,,"6' 1""",185 lbs.,--,,15,14,1,,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07
Dieusel,Berto,,"5' 9""",200 lbs.,--,,0,3,0,,http://ufcstats.com/fighter-details/0db70ca89e1c7374
Edson,Berto,Little Tiger,"5' 6""",155 lbs.,--,Orthodox,17,12,1,,http://ufcstats.com/fighter-details/66766984842c13dc
Allen,Berube,Monstah Lobstah,"5' 8""",155 lbs.,--,Orthodox,4,3,0,,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
Anton,Berzin,The Body Snatcher,"6' 2""",205 lbs.,--,Orthodox,5,1,0,,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267
Scott,Bessac,,"6' 4""",245 lbs.,--,,4,6,0,,http://ufcstats.com/fighter-details/3f24c96753dbd9f9
Matt,Bessette,The Mangler,"5' 10""",145 lbs.,"70.0""",Orthodox,22,9,0,,http://ufcstats.com/fighter-details/0b8d512c79b4baf3
Khadzhi,Bestaev,Best,"6' 6""",185 lbs.,"76.0""",,10,4,0,,http://ufcstats.com/fighter-details/e05f4ce199baca91
Fernando,Bettega,,--,170 lbs.,--,,7,5,0,,http://ufcstats.com/fighter-details/a524710c3ef918fa
Arjan,Bhullar,,"6' 1""",245 lbs.,"75.0""",Orthodox,9,1,0,,http://ufcstats.com/fighter-details/7e511f8d842a109d
KB,Bhullar,The Bengal,"6' 4""",185 lbs.,"78.0""",Switch,8,2,0,,http://ufcstats.com/fighter-details/9cd047a828dd7515
Magomed,Bibulatov,Chaborz,"5' 5""",125 lbs.,"65.0""",Orthodox,14,2,0,,http://ufcstats.com/fighter-details/87f19d19f4cb73f8
David,Bielkheden,,"5' 10""",155 lbs.,"71.0""",Orthodox,24,12,0,,http://ufcstats.com/fighter-details/1efa064872f089d0
Blake,Bilder,El Animal,"5' 8""",145 lbs.,"68.0""",Switch,8,2,1,,http://ufcstats.com/fighter-details/5095b0920a3602aa
Jonas,Bilharinho,,"5' 11""",145 lbs.,"75.0""",Switch,9,1,1,,http://ufcstats.com/fighter-details/ebbf571f349e79d9
Jeremiah,Billington,,"5' 9""",205 lbs.,--,Orthodox,11,2,0,,http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d
Scott,Bills,,"5' 10""",170 lbs.,--,,7,9,1,,http://ufcstats.com/fighter-details/53f02bbc41d99432
Anthony,Birchak,El Toro,"5' 8""",135 lbs.,"69.0""",Orthodox,16,8,0,,http://ufcstats.com/fighter-details/c5a126ace82a6025
Chris,Birchler,The Big Buck,"6' 3""",205 lbs.,--,Switch,7,4,0,,http://ufcstats.com/fighter-details/8a22c6b4d29880a3
Angad,Bisht,,"5' 7""",125 lbs.,"67.0""",Orthodox,10,3,0,,http://ufcstats.com/fighter-details/7b4ae3fd439a05b6
Michael,Bisping,The Count,"6' 1""",185 lbs.,"75.0""",Orthodox,30,9,0,,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
Amaury,Bitetti,,"5' 9""",185 lbs.,--,Orthodox,5,2,0,,http://ufcstats.com/fighter-details/7a359ef685a304a7
Caio,Bittencourt,Leao,"6' 0""",185 lbs.,"75.0""",Orthodox,14,7,0,,http://ufcstats.com/fighter-details/a653cb5eb4b39339
Davi,Bittencourt,The Black,"5' 5""",135 lbs.,"65.0""",Orthodox,14,4,0,,http://ufcstats.com/fighter-details/dd6ec6f941c3a414
Simon,Biyong,,--,205 lbs.,--,,7,1,0,,http://ufcstats.com/fighter-details/27ab7257bf6a3b65
Jan,Blachowicz,,"6' 2""",205 lbs.,"78.0""",Orthodox,29,11,2,,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
Jason,Black,The Black Legion,"5' 8""",155 lbs.,--,Orthodox,23,4,1,,http://ufcstats.com/fighter-details/b2f743746e8dcfa2
Brad,Blackburn,Bad Brad,"5' 10""",170 lbs.,"73.0""",Orthodox,18,13,1,,http://ufcstats.com/fighter-details/7e69a4b0961aa555
Jason,Blackford,,--,--,--,,3,3,0,,http://ufcstats.com/fighter-details/619d807fa54ae8f7
Tom,Blackledge,,--,205 lbs.,--,Orthodox,10,7,0,,http://ufcstats.com/fighter-details/2adb11835acd815b
Sherrard,Blackledge,The Thriller,"5' 11""",155 lbs.,"75.0""",Orthodox,5,1,0,,http://ufcstats.com/fighter-details/0e5c79b3594ff0ad
Da'Mon,Blackshear,The Monster,"5' 10""",135 lbs.,"72.0""",Switch,17,8,1,,http://ufcstats.com/fighter-details/da22387a0407a2dc
Chasen,Blair,Mestizo,"5' 10""",155 lbs.,"71.0""",Orthodox,7,4,0,,http://ufcstats.com/fighter-details/0f4a536507f33576
Erin,Blanchfield,Cold Blooded,"5' 4""",125 lbs.,"66""",Orthodox,14,2,0,,http://ufcstats.com/fighter-details/669970f7feba8ecd
Maximo,Blanco,Maxi,"5' 8""",145 lbs.,"71.0""",Orthodox,12,8,1,,http://ufcstats.com/fighter-details/4a1329cc8eb0928a
David,Blanco,,"5' 7""",145 lbs.,--,,2,0,0,,http://ufcstats.com/fighter-details/ebf298f8ac7e232b
Curtis,Blaydes,Razor,"6' 4""",265 lbs.,"80""",Orthodox,19,6,0,,http://ufcstats.com/fighter-details/fa6796c55d6c5440
Tereza,Bleda,,"5' 9""",125 lbs.,"71.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/59c438c81fbf3ece
Arlene,Blencowe,Angerfist,"5' 5""",145 lbs.,--,,9,6,0,,http://ufcstats.com/fighter-details/35d6337320a4ae48
Byron,Bloodworth,,"5' 8""",135 lbs.,--,Orthodox,6,3,0,,http://ufcstats.com/fighter-details/ecdf14f4f8643d39
